,0,1
1685,60,ADP
1686,60,APR
1687,60,ITC
1688,60,NAP
1689,61,SAH
1690,61,3GN
1691,61,AAI
1692,61,SFG
1693,61,A92
1694,61,L3L
1695,61,DDS
1696,61,HPA
1697,61,TMP
1698,61,TTP
1699,61,GDP
1700,62,E3O
1701,62,3GN
1702,62,HL6
1703,62,FAD
1704,62,ZTW
1705,62,AAI
1706,62,RAL
1707,62,DAY
1708,62,GW5
1709,62,MUF
1710,62,OHT
1711,62,OEF
1712,62,TMP
1713,62,ALA
1714,62,EST
1715,62,ADP
1716,62,SAH
1717,62,PTI
1718,62,LGD
1719,62,SAL
1720,62,L3L
1721,62,4HY
1722,62,NAD
1723,62,2PQ
1724,63,E3O
1725,63,3GN
1726,63,ET
1727,63,ZTW
1728,63,AAI
1729,63,TY4
1730,63,C5D
1731,63,ANP
1732,63,DXT
1733,63,N6R
1734,63,VDB
1735,63,REA
1736,63,GW5
1737,63,NAD
1738,63,DTP
1739,63,MEI
1740,63,OHT
1741,63,TX1
1742,63,OEF
1743,63,EST
1744,63,GJW
1745,63,T2B
1746,63,APR
1747,63,VDA
1748,63,TX3
1749,63,A92
1750,63,PTI
1751,63,L3L
1752,63,4HY
1753,63,AGS
1754,63,RAL
1755,64,73B
1756,64,3GN
1757,64,FAD
1758,64,3EV
1759,64,AAI
1760,64,RF1
1761,64,C5D
1762,64,VDB
1763,64,3SF
1764,64,9RA
1765,64,DTP
1766,64,O40
1767,64,MEI
1768,64,DDS
1769,64,TTP
1770,64,O8G
1771,64,GJW
1772,64,SFG
1773,64,DHT
1774,64,NAR
1775,64,VDX
1776,64,SAH
1777,64,RF2
1778,64,VDA
1779,64,A92
1780,64,LGD
1781,64,L3L
1782,65,E3O
1783,65,ZTW
1784,65,AAI
1785,65,3EV
1786,65,C5D
1787,65,2PQ
1788,65,VDB
1789,65,BRL
1790,65,2BA
1791,65,3AT
1792,65,GW5
1793,65,OHT
1794,65,SDN
1795,65,EST
1796,65,YPA
1797,65,DHT
1798,65,CEK
1799,65,S44
1800,65,ADP
1801,65,T2B
1802,65,VDX
1803,65,VDA
1804,65,A92
1805,65,PTI
1806,65,T3
1807,65,GKK
1808,65,ERY
1809,65,RAL
1810,66,VDX
1811,66,VDA
1812,66,SFG
1813,66,NAP
1814,66,A92
1815,66,C5D
1816,66,VDB
1817,66,AGS
1818,66,O40
1819,66,ERY
1820,66,T2B
1821,66,TMP
1822,66,3SF
1823,66,NAD
1824,66,GDP
1825,67,3AT
1826,67,P83
1827,67,FAD
1828,67,AAI
1829,67,TY4
1830,67,TX3
1831,67,A92
1832,67,FMN
1833,67,ADE
1834,67,APR
1835,67,TX1
1836,67,G2P
1837,67,3SF
1838,67,GDP
1839,68,E3O
1840,68,ET
1841,68,FAD
1842,68,CTI
1843,68,ZTW
1844,68,3EV
1845,68,RF1
1846,68,C5D
1847,68,DXT
1848,68,TDC
1849,68,GNI
1850,68,VDB
1851,68,3SF
1852,68,REA
1853,68,GW5
1854,68,9RA
1855,68,FMN
1856,68,O40
1857,68,MEI
1858,68,OHT
1859,68,NAP
1860,68,EST
1861,68,O8G
1862,68,T2B
1863,68,VDX
1864,68,VDA
1865,68,PTI
1866,68,965
1867,68,RAL
1868,69,73B
1869,69,ET
1870,69,FAD
1871,69,RF1
1872,69,BER
1873,69,N6R
1874,69,3SF
1875,69,REA
1876,69,DAY
1877,69,2BA
1878,69,3AT
1879,69,GW5
1880,69,9RA
1881,69,NAD
1882,69,FMN
1883,69,MUF
1884,69,MEI
1885,69,OHT
1886,69,NAP
1887,69,O8G
1888,69,G50
1889,69,QUE
1890,69,ADP
1891,69,APR
1892,69,TAC
1893,69,CI2
1894,69,RF2
1895,69,PTI
1896,69,GKK
1897,69,DEQ
1898,69,ERY
1899,69,965
1900,69,AGS
1901,69,RAL
1902,7,E3O
1903,7,HL6
1904,7,CMP
1905,7,3EV
1906,7,AAI
1907,7,RF1
1908,7,TY4
1909,7,C5D
1910,7,ANP
1911,7,DXT
1912,7,AGS
1913,7,TDC
1914,7,RAL
1915,7,GNI
1916,7,N6R
1917,7,VDB
1918,7,3SF
1919,7,ITC
1920,7,GUN
1921,7,REA
1922,7,G2P
1923,7,GDP
1924,7,DAY
1925,7,C2E
1926,7,BRL
1927,7,3AT
1928,7,P83
1929,7,GW5
1930,7,9RA
1931,7,FMN
1932,7,DTP
1933,7,MUF
1934,7,CHD
1935,7,MEI
1936,7,OHT
1937,7,HPA
1938,7,OEF
1939,7,TMP
1940,7,NAP
1941,7,SDN
1942,7,LAE
1943,7,O8G
1944,7,MHF
1945,7,YPA
1946,7,QUE
1947,7,SFG
1948,7,DGT
1949,7,DHT
1950,7,ADE
1951,7,CEK
1952,7,S44
1953,7,ADP
1954,7,APR
1955,7,T2B
1956,7,TAC
1957,7,VDX
1958,7,SAH
1959,7,RF2
1960,7,VDA
1961,7,TX3
1962,7,A92
1963,7,LGD
1964,7,T3
1965,7,L3L
1966,7,GKK
1967,7,PTI
1968,7,SAL
1969,7,DEQ
1970,7,ERY
1971,7,ATP
1972,7,4HY
1973,7,NAD
1974,7,2PQ
1975,70,SAH
1976,70,VDX
1977,70,RF2
1978,70,VDA
1979,70,DGT
1980,70,C5D
1981,70,GKK
1982,70,TCH
1983,70,APR
1984,70,VDB
1985,70,O8G
1986,71,BRL
1987,71,ANP
1988,71,TCH
1989,71,965
1990,71,CHD
1991,71,ADP
1992,71,G2P
1993,72,E3O
1994,72,GW5
1995,72,ZTW
1996,72,PTI
1997,72,RAL
1998,72,GDP
1999,72,OHT
2000,72,G2P
2001,72,NAP
2002,72,EST
2003,73,DAY
2004,73,DTP
2005,73,DEQ
2006,73,DDS
2007,73,ADP
2008,73,G2P
2009,73,CID
2010,73,CI2
2011,73,GNI
2012,73,TTP
2013,74,C2E
2014,74,CTI
2015,74,9RA
2016,74,SAL
2017,74,ANP
2018,74,MUF
2019,74,MEI
2020,74,REA
2021,74,MHF
2022,75,CTI
2023,75,VDA
2024,75,O40
2025,75,965
2026,75,SDN
2027,75,MHF
2028,76,NAP
2029,76,AGS
2030,76,ADP
2031,77,DGT
2032,77,ANP
2033,77,NAP
2034,77,ALA
2035,77,AGS
2036,77,GDP
2037,78,G50
2038,78,FAD
2039,78,P83
2040,78,CHD
2041,78,TAC
2042,78,CI2
2043,78,AGS
2044,79,FAD
2045,79,P83
2046,79,QUE
2047,79,MHF
2048,79,TX3
2049,79,TY4
2050,79,NAR
2051,79,CHD
2052,79,TX1
2053,79,TAC
2054,79,GNI
2055,79,SDN
2056,79,AGS
2057,79,GDP
2058,8,FAD
2059,8,C5D
2060,8,ANP
2061,8,N6R
2062,8,VDB
2063,8,GUN
2064,8,GDP
2065,8,DAY
2066,8,NAD
2067,8,DTP
2068,8,HPA
2069,8,TMP
2070,8,NAP
2071,8,G50
2072,8,SFG
2073,8,ADE
2074,8,ADP
2075,8,APR
2076,8,VDX
2077,8,VDA
2078,8,LGD
2079,8,GKK
2080,8,ATP
2081,8,AGS
2082,80,AGS
2083,81,DAY
2084,81,GJW
2085,81,FAD
2086,81,BER
2087,81,ANP
2088,81,ERY
2089,82,CI2
2090,82,CID
2091,83,CID
2092,84,VDA
2093,84,DXT
2094,84,TDC
2095,84,CID
2096,84,ITC
2097,85,SFG
2098,85,NAD
2099,86,DHT
2100,86,LGD
2101,86,GKK
2102,86,FAD
2103,87,IMD
2104,87,TY4
2105,87,DXT
2106,87,CHD
2107,87,TDC
2108,87,OEF
2109,87,ITC
2110,87,NAP
2111,87,4HY
2112,88,VDA
2113,88,VDB
2114,88,3EV
2115,88,MHF
2116,89,73B
2117,89,SAH
2118,9,73B
2119,9,ET
2120,9,FAD
2121,9,CTI
2122,9,3EV
2123,9,AAI
2124,9,C5D
2125,9,ANP
2126,9,G2P
2127,9,VDB
2128,9,GUN
2129,9,GDP
2130,9,C2E
2131,9,NAD
2132,9,FMN
2133,9,DTP
2134,9,TX1
2135,9,HPA
2136,9,DDS
2137,9,TMP
2138,9,SDN
2139,9,TTP
2140,9,MHF
2141,9,GJW
2142,9,G50
2143,9,QUE
2144,9,DGT
2145,9,ADE
2146,9,ADP
2147,9,APR
2148,9,VDX
2149,9,SAH
2150,9,VDA
2151,9,A92
2152,9,SAL
2153,9,T3
2154,9,L3L
2155,9,ATP
2156,9,AGS
2157,90,QUE
2158,90,SAH
2159,90,TY4
2160,90,NAR
2161,91,VDX
2162,91,3EV
2163,91,VDA
2164,91,C5D
2165,91,VDB
2166,92,ET
2167,93,MUF
2168,93,FNT
2169,93,DAY
2170,94,MUF
2171,95,DAY
2172,95,GKK
2173,96,SFG
